state,county,region,metro_status,rural_urban_code,perc_complete_vac,tot_pop,votes_Trump,votes_Biden,perc_Biden,ed_somecol_perc,ed_bachormore_perc,unemployment_rate_2020,median_HHincome_2019
Iowa,Decatur County,Midwest,Non-metro,9,37.3,7870,2615,1120,29.4426919,26.57024765,25.04132271,3.8,44873
Oregon,Lake County,West,Non-metro,7,37,7869,3470,792,18.1526473,35.61853027,16.40929985,5.6,47867
Michigan,Midland County,Midwest,Metro,3,54.7,83156,27675,20493,41.7474739,30.140131,35.16633987,7.5,69859
Illinois,Wayne County,Midwest,Non-metro,7,36.4,16215,7176,1187,13.966349,37.66594315,15.37527084,8.3,51829
Kansas,Barton County,Midwest,Non-metro,7,39,25779,8480,2302,21.0017334,36.56419754,20.91942406,4.6,50754
Wisconsin,Winnebago County,Midwest,Metro,3,55.4,171907,47796,44060,46.8563893,31.11916161,28.34825325,5.4,59643
Washington,Yakima County,West,Metro,3,54.7,250873,50555,43179,44.8878817,28.90046692,16.666996,9.7,55674
Oregon,Clackamas County,West,Metro,1,62.3,418187,110509,139043,53.9597717,34.72904968,37.42458344,7.2,80539
Virginia,Arlington County,South,Metro,1,68.6,236842,22318,105344,80.6004637,11.24182701,75.29931641,4.5,118986
Ohio,Seneca County,Midwest,Non-metro,4,44.5,55178,17086,8266,32.0263464,29.66147232,16.82160187,8.1,55664
Pennsylvania,Fulton County,Northeast,Non-metro,8,31.8,14530,6824,1085,13.6016046,22.0414772,13.56544876,11.5,56357
Pennsylvania,Huntingdon County,Northeast,Non-metro,6,47.4,45144,17061,5445,23.8899614,23.21553993,17.4185276,10.4,54323
Alaska,Denali Borough,West,Non-metro,8,46.7,2097,NA,NA,NA,31.40749931,41.05715942,15.7,78434
Indiana,Boone County,Midwest,Metro,1,64.1,67843,22351,15244,39.5742471,24.90590477,49.26686096,4.3,84137
Georgia,White County,South,Non-metro,6,12.2,30798,12222,2411,16.2729482,31.53677368,22.74635124,4.4,54786
Wisconsin,Burnett County,Midwest,Non-metro,8,52,15414,6462,3569,35.1937679,35.97784424,20.79250145,9.1,51519
Missouri,Buchanan County,Midwest,Metro,3,34.6,87364,22450,13445,36.7369802,29.44410324,21.10483742,4.9,49216
Tennessee,Franklin County,South,Non-metro,6,36.7,42208,13987,4864,25.4233745,26.64775467,20.83771133,7.9,54319
Louisiana,Jefferson Davis Parish,South,Non-metro,6,33.5,31368,11423,3208,21.6157941,23.99672699,16.87999153,7.5,47988
New Mexico,Torrance County,West,Metro,2,43.3,15461,4772,2344,32.19338,32.0330658,14.84164619,9.5,39532
North Carolina,Dare County,South,Non-metro,4,68.3,37009,13938,9936,41.0036316,36.68546677,34.72985077,9.8,63033
North Carolina,Beaufort County,South,Non-metro,6,49.6,46994,16437,9633,36.6064982,34.6005249,20.57652855,6.3,49410
Montana,McCone County,West,Non-metro,9,16.9,1664,956,155,13.7411348,36.45240021,17.24979591,2.9,48551
Ohio,Fairfield County,Midwest,Metro,1,51.3,157574,50797,31224,37.4788443,31.03666496,27.56097984,6.6,71782
Iowa,Franklin County,Midwest,Non-metro,7,49.4,10070,3422,1626,31.6959064,37.19451904,17.968639370000002,3.8,55847
Florida,Levy County,South,Non-metro,6,42.6,41503,16749,6205,26.8092461,31.57521439,12.18639183,6,41405
North Carolina,Tyrrell County,South,Non-metro,9,44.7,4016,1044,758,41.7171161,26.96157646,10.5908947,8.9,37680
Washington,Skamania County,West,Metro,1,35.4,12083,3885,3192,43.654267,36.79727554,24.45201683,9.2,69163
California,Sutter County,West,Metro,3,52.3,96971,24375,17367,40.7293621,36.59183121,18.24162483,11,60910
Hawaii,Hawaii County,West,Non-metro,5,0,201513,26897,58731,66.8811351,32.74914169,29.40209007,11.4,64929
Georgia,Telfair County,South,Non-metro,7,18.4,15860,2825,1488,34.3331795,14.43734932,8.649141312,9.9,36264
Montana,Fergus County,West,Non-metro,7,42.6,11050,4869,1496,22.9061399,35.11170959,29.05628204,4.6,48703
Iowa,Marshall County,Midwest,Non-metro,4,59,39369,9571,8176,45.0816056,30.84877586,18.7983551,7.1,55631
Alabama,Escambia County,South,Non-metro,6,32.7,36633,10869,4918,30.9113765,24.93909264,12.46761322,6,42712
Oregon,Wheeler County,West,Non-metro,9,52.6,1332,711,217,22.4870466,39.59854126,14.87226295,4.3,42747
Louisiana,Vernon Parish,South,Non-metro,5,46.5,47429,14107,2898,16.7824878,29.02691269,17.54275513,7.1,51652
Arkansas,Scott County,South,Non-metro,6,43.4,10281,2962,483,13.6018023,29.06129456,9.315616608,4.5,38065
Georgia,Haralson County,South,Metro,1,15.6,29792,12330,1791,12.57195,30.40421867,14.7526989,5.9,49020
New York,New York County,Northeast,Metro,1,74.5,1628706,85185,603040,86.7803322,13.53871727,61.31498718,9.5,93007
Ohio,Warren County,Midwest,Metro,1,57.3,234602,87988,46069,33.8493755,25.08703995,42.99237061,6.4,91645
Oklahoma,Harper County,South,Non-metro,9,41.2,3688,1327,136,9.1459314,29.35206795,19.32084274,3.3,40265
South Dakota,Potter County,Midwest,Non-metro,9,54.3,2153,1139,227,16.4492754,34.1978302,22.25572968,3.2,58012
North Dakota,Griggs County,Midwest,Non-metro,9,43.7,2231,907,308,24.64,30.10262299,25.76966858,3.1,56527
South Carolina,Georgetown County,South,Non-metro,4,50.3,62680,20487,15822,43.14934,31.07678986,27.30694008,7.5,53747
Arkansas,Union County,South,Non-metro,7,43.2,38682,10478,5584,33.6243753,28.33389473,21.0813427,8.3,46602
Texas,Travis County,South,Metro,1,62.5,1273954,161337,435860,71.4116022,22.86098862,49.98161316,6.3,80690
Georgia,Ben Hill County,South,Non-metro,7,14.2,16700,4111,2393,36.456429,27.02266884,11.24451256,6.9,35931
Missouri,Dent County,Midwest,Non-metro,7,28.9,15573,5987,1056,14.7857743,26.54080009,15.32177544,4.8,45540
Arkansas,Nevada County,South,Non-metro,7,39.3,8252,2133,1076,32.0428827,32.7972641,14.59366989,5.9,36528
Arkansas,Boone County,South,Non-metro,7,33.6,37432,13652,3064,17.9034708,37.88631058,16.13747406,5.3,50083
Mississippi,Tishomingo County,South,Non-metro,8,35.5,19383,7933,1059,11.5775664,30.10185432,11.37979031,6.5,43341
Kansas,Allen County,Midwest,Non-metro,7,40.7,12369,4155,1559,26.6860664,38.51635361,20.32710266,5.4,46690
Texas,Sutton County,South,Non-metro,7,40.4,3776,1222,322,20.6807964,23.828125,17.109375,9.8,63427
Tennessee,Lincoln County,South,Non-metro,6,38.1,34366,12281,2919,18.7019477,24.55520439,18.38906479,8.6,54558
Minnesota,Waseca County,Midwest,Non-metro,6,52,18612,6624,3496,33.650977,35.15292358,21.40921402,6.2,63907
Georgia,Carroll County,South,Metro,1,23.6,119992,37476,16236,29.8061389,30.17226219,21.0775528,6.4,59193
Georgia,Rabun County,South,Non-metro,7,27.4,17137,7474,1984,20.735786,27.52264595,24.17487144,5.3,46639
Iowa,Webster County,Midwest,Non-metro,5,52.8,35904,10938,6613,37.1058243,36.69181442,19.9237442,5.2,53344
Oklahoma,Alfalfa County,South,Non-metro,9,42.3,5702,1978,232,10.2564103,25.85220718,21.82566833,3.6,57497
Mississippi,Union County,South,Non-metro,6,36.2,28815,10373,2160,17.030671,31.06597328,13.36272526,7.1,49320
Kentucky,Clinton County,South,Non-metro,9,36.5,10218,4280,603,12.2262774,23.15892792,10.2538929,5.1,34005
Virginia,Prince George County,South,Metro,1,54.7,38353,10103,7103,40.7469022,33.24724579,23.55867767,6.5,74518
Mississippi,Stone County,South,Non-metro,6,40.8,18336,5964,1802,22.8738258,30.5923233,15.76770306,7.5,47187
California,Butte County,West,Metro,3,47.8,219186,48730,50426,49.4169068,39.52979279,27.21800041,9.2,58394
Ohio,Columbiana County,Midwest,Non-metro,4,44.6,101883,35726,13359,26.7930205,28.94513702,14.86368179,9.4,52693
Indiana,Lawrence County,Midwest,Non-metro,6,45.6,45370,15601,4961,23.5957194,30.20240593,15.78832817,6.9,56261
North Dakota,Mercer County,Midwest,Non-metro,7,35,8187,3856,704,15.0588235,42.68292618,21.71734047,5.8,83341
Missouri,Shelby County,Midwest,Non-metro,9,44.2,5930,2700,592,17.6716418,29.29072952,18.05858231,4.5,45939
Arkansas,Bradley County,South,Non-metro,7,51.9,10763,2335,1214,33.2238643,25.41223335,14.33510685,5.8,39982
Kansas,Ellsworth County,Midwest,Non-metro,7,50.1,6102,2106,646,23.0220955,37.7792511,19.50895882,3.3,56988
Ohio,Adams County,Midwest,Non-metro,6,31,27698,9870,2156,17.7521614,22.47853851,13.17743683,9.2,43145
Indiana,Knox County,Midwest,Non-metro,5,46.2,36594,11655,4067,25.4012866,36.0057106,16.92778397,5.9,48760
Virginia,Buchanan County,South,Non-metro,9,43.9,21004,8311,1587,15.9449412,23.25368118,11.75823498,9.5,36881
North Carolina,Johnston County,South,Metro,1,46.3,209339,68353,41257,37.0493099,36.22973633,22.85425949,6.3,62835
Wisconsin,Jefferson County,Midwest,Non-metro,4,51.9,84769,27208,19904,41.4848163,32.98602676,25.42786789,5.4,71098
Missouri,Vernon County,Midwest,Non-metro,7,32.1,20563,7155,1903,20.7185629,29.00635147,18.87274551,4.4,46182
Virginia,Fairfax city,South,Metro,1,56.1,24019,4007,9174,68.0412371,19.77422142,60.79890823,5.6,106430
Ohio,Montgomery County,Midwest,Metro,2,50.5,531687,129034,135064,50.302229,34.45205688,27.88044548,8.6,54704
Texas,Harris County,South,Metro,1,56.6,4713325,700630,918193,55.9594666,26.56630898,31.45015335,8.9,61638
New Hampshire,Merrimack County,Northeast,Non-metro,4,63.4,151391,39711,48533,53.9933472,29.90988922,35.63907242,5.8,75800
Kansas,Elk County,Midwest,Non-metro,8,30.6,2530,1130,191,14.1796585,30.30785561,15.60509586,4.8,41930
New York,Wayne County,Northeast,Metro,1,56.8,89918,26204,17456,39.0392271,32.8284874,22.63510323,7.4,61989
Mississippi,Kemper County,South,Non-metro,9,40.6,9742,1787,2887,61.0101437,29.12592506,14.68148136,9.6,33472
New York,Orange County,Northeast,Metro,1,59.3,384940,84996,84684,49.2065613,30.1550827,30.33055305,8.4,83188
Texas,Borden County,South,Non-metro,8,31.8,654,397,16,3.8461538,35.16746521,39.4736824,3.3,71926
Indiana,Parke County,Midwest,Non-metro,6,37,16937,5398,1503,21.4377407,33.69890213,11.98903275,5.5,51554
Kentucky,Ballard County,South,Non-metro,9,34,7888,3356,825,19.5266272,34.83285904,15.94950199,6.6,48053
Oklahoma,Latimer County,South,Non-metro,7,31.1,10073,3437,762,17.9336314,33.81162262,17.16152954,10,42014
Alabama,Colbert County,South,Metro,3,43.9,55241,19203,8343,29.9182385,29.17425919,18.14728355,6.6,46683
Iowa,Hardin County,Midwest,Non-metro,6,51.3,16846,5850,2976,33.1071309,36.95598602,20.76511765,4.6,57103
New York,Rensselaer County,Northeast,Metro,2,63.9,158714,36500,40969,51.5923888,30.89363289,32.01861572,7,70688
Tennessee,Morgan County,South,Metro,2,46.8,21403,6930,1167,14.1832766,22.40205574,9.389852524,6.5,43952
Arkansas,Sharp County,South,Non-metro,7,35.3,17442,5938,1398,18.4773989,32.41979599,10.16443634,7.1,37591
Idaho,Nez Perce County,West,Metro,3,47.3,40408,13738,6686,31.8882053,37.00292587,22.9135437,4.9,67645
Minnesota,Fillmore County,Midwest,Metro,3,62.5,21067,7301,4551,37.4845565,34.74194717,22.18912315,5,62716
Alaska,Lake and Peninsula Borough,West,Non-metro,9,51.3,1592,NA,NA,NA,27.66884613,16.12200356,9.4,51693
Virginia,Alleghany County,South,Non-metro,6,37.4,14860,5859,2243,27.3436548,30.61987877,15.03384399,6.5,53341
Pennsylvania,York County,Northeast,Metro,2,55.9,449058,146733,88114,36.9495662,25.45736313,24.85613823,8,69101
Indiana,Howard County,Midwest,Metro,3,43.7,82544,26449,13303,32.7418164,32.0499115,21.55379677,10.9,54048
Illinois,Lake County,Midwest,Metro,1,68.3,696535,123594,204032,61.0589066,24.55186653,45.32463837,8.1,92638
South Dakota,Mellette County,Midwest,Non-metro,9,29.5,2061,449,298,38.7516255,29.59183693,12.00941944,6.2,36489
Texas,Smith County,South,Metro,3,41.3,232751,69080,29615,29.5928054,35.91511917,26.42178345,6.8,59538
California,Colusa County,West,Non-metro,6,52.3,21547,4554,3234,40.674129,30.02851486,15.00329018,16,59048
Nevada,Elko County,West,Non-metro,5,36.8,52778,16741,4557,20.7447535,36.95294189,16.62822342,5.7,83287
Illinois,Marion County,Midwest,Non-metro,4,40.9,37205,12678,4524,25.8632518,38.61487961,15.16618347,9.3,52291
North Carolina,Hertford County,South,Non-metro,6,42.3,23677,3479,7097,66.738762500000007,33.17922592,14.91444016,7,42374
Texas,Lubbock County,South,Metro,2,43.9,310569,78861,40017,33.1346101,30.44120598,30.12796211,5.7,54733
Iowa,Howard County,Midwest,Non-metro,6,47.7,9158,3127,1772,35.7402178,35.07961655,15.84394932,4.5,58028
Michigan,Muskegon County,Midwest,Metro,3,50.3,173566,45133,45643,49.3736749,37.53738403,19.71663284,11.4,50730
Florida,Leon County,South,Metro,2,51.7,293582,57453,103517,63.5350367,28.28658104,46.22611237,5.8,55081
Minnesota,Goodhue County,Midwest,Non-metro,4,60.2,46340,16052,11806,41.2278251,35.53549576,26.02203178,5.9,71497
Pennsylvania,Philadelphia County,Northeast,Metro,1,58.2,1584064,132740,603790,81.4416957,22.39902496,29.68839836,12.4,47598
Illinois,Lee County,Midwest,Non-metro,6,54.2,34096,9630,6407,38.9720195,36.75634384,18.20401955,6.8,57619
Texas,Andrews County,South,Non-metro,6,40,18705,4943,850,14.4976974,25.10280418,12.20560741,8.2,74918
North Carolina,Caldwell County,South,Metro,2,42.9,82178,32119,10245,23.9207079,31.71326828,15.74987316,7.9,48512
Wisconsin,Door County,Midwest,Non-metro,6,72.2,27668,9752,10044,49.9279217,30.31949425,33.7048378,6.8,64217
Texas,Taylor County,South,Metro,3,44.6,138034,39547,14588,26.4697344,33.11142349,25.24485779,5.5,54465
Wyoming,Laramie County,West,Metro,3,48.1,99500,27891,15217,33.8290872,38.71805573,28.51565933,5.1,69613
Indiana,Kosciusko County,Midwest,Non-metro,4,37.6,79456,26499,8364,23.3716154,27.51675224,23.33699226,6.1,64677
Utah,Morgan County,West,Metro,2,44.9,12124,5181,1086,16.6769042,39.15327454,39.41594696,3.3,101943
New Jersey,Ocean County,Northeast,Metro,1,49.3,607186,217740,119456,34.8526314,28.0156002,29.95392227,9.5,75627
Montana,Granite County,West,Non-metro,8,34,3379,1419,638,30.3520457,31.78484154,28.93235588,8.2,49646
Texas,San Augustine County,South,Non-metro,9,37,8237,3007,980,24.4877561,28.29724503,13.99278259,9.6,40094
Georgia,Brantley County,South,Metro,3,13.1,19109,6993,700,9.0334237,25.42293167,8.858082771,5.4,44680
Iowa,Winneshiek County,Midwest,Non-metro,7,57,19991,6235,5617,46.5600133,31.63965416,30.56162834,4.9,65482
Montana,Park County,West,Non-metro,7,52.9,16606,6025,5280,45.4467206,33.12285233,31.45232201,7.4,51740
Virginia,Augusta County,South,Metro,3,46.3,75558,30714,10840,25.6398127,25.89050865,22.72949982,4.6,63621
Michigan,Osceola County,Midwest,Non-metro,9,39.1,23460,8928,3214,26.0686187,30.74848366,14.17887592,8.3,47343
North Carolina,New Hanover County,South,Metro,2,56.3,234473,63331,66138,50.1691572,31.31802177,40.58670044,7.3,57252
Iowa,Emmet County,Midwest,Non-metro,7,47.1,9208,3265,1520,31.3208325,39.00555801,18.82334709,5,55635
Michigan,Saginaw County,Midwest,Metro,3,48.7,190539,50785,51088,49.4325054,35.26064301,20.84978294,9.9,48471
Tennessee,Sumner County,South,Metro,1,42.9,191283,63454,27680,29.8823275,30.74627876,28.07753181,6.5,69391
Wisconsin,Florence County,Midwest,Non-metro,9,52.4,4295,2133,781,26.5646259,35.50640106,19.93597221,8,58270
Idaho,Lincoln County,West,Non-metro,9,34.6,5366,1469,414,21.3402062,33.05563736,10.26480198,5.8,50608
Michigan,Allegan County,Midwest,Non-metro,4,47.5,118081,41392,24449,36.4399201,30.43693542,22.62516975,7.3,66568
Tennessee,Carroll County,South,Non-metro,6,43.3,27767,9205,2559,21.4951701,23.908535,18.0234375,7.4,43258
Tennessee,Decatur County,South,Non-metro,9,35,11663,4229,904,17.2486167,29.10848618,14.54827499,8.6,45215
Virginia,Suffolk city,South,Metro,1,46.5,92108,20082,28676,57.7656017,33.25952911,29.47746468,6.5,77847
Texas,Freestone County,South,Non-metro,7,34.3,19717,6991,1635,18.7693721,34.15019608,15.27847672,8.3,52511
Alabama,Calhoun County,South,Metro,3,41.9,113605,35101,15216,29.8452425,33.16099548,18.48106384,7.1,47747
West Virginia,McDowell County,South,Non-metro,7,23.1,17624,5148,1333,20.4228589,16.21166611,5.386811256,12.6,29106
Alabama,Henry County,South,Metro,3,40.5,17205,6607,2606,28.0275328,29.76660156,17.06114388,4.8,48597
Minnesota,Yellow Medicine County,Midwest,Non-metro,9,52.8,9709,3734,1688,30.5354559,38.62937546,17.24996376,4.6,61074
Washington,Clark County,West,Metro,1,58.1,488241,126303,140324,50.9522409,37.80718994,30.6143055,8.5,80407
California,San Luis Obispo County,West,Metro,2,54,283111,67436,88310,55.3040124,35.9647789,35.37702942,7.7,76599
Michigan,Ogemaw County,Midwest,Non-metro,9,42.1,20997,8253,3475,29.1845133,35.51372147,12.15698814,10.9,41347
Texas,Clay County,South,Metro,3,40.5,10471,5069,614,10.6950009,32.23074722,21.36808586,5.5,59983
North Carolina,Currituck County,South,Metro,1,49.1,27763,11657,4195,25.9800582,38.25485611,23.46900749,6.3,70699
Georgia,Jones County,South,Metro,3,25,28735,9940,4882,32.6905049,30.29578018,19.57949448,4.6,56819
Wyoming,Park County,West,Non-metro,7,41.8,29194,12813,3410,20.3983968,35.70946884,33.99961472,5.4,59494
Virginia,Radford city,South,Metro,3,34.5,18249,2786,3358,53.1329114,29.37804794,37.98780441,6.3,41530
New Mexico,Cibola County,West,Non-metro,6,61.1,26675,3975,4745,53.2966416,36.63284302,14.19433117,9.2,40436
Wisconsin,Iowa County,Midwest,Metro,2,63.2,23678,5909,7828,55.946255,35.34976196,24.57070541,6.1,67390
Wisconsin,Taylor County,Midwest,Non-metro,6,32.3,20343,7657,2693,25.2011978,29.80701065,15.10571861,4.9,52419
Maine,Cumberland County,Northeast,Metro,2,78.2,295003,59584,128759,66.4511135,25.35762978,47.60469055,5.3,75254
Mississippi,Wilkinson County,South,Non-metro,8,58.1,8630,1324,2749,66.5617433,20.54574585,13.69181347,13.4,32612
Alaska,Wrangell City and Borough,West,Non-metro,9,54.2,2502,NA,NA,NA,31.84415627,19.4285717,8.4,62496
Kansas,Edwards County,Midwest,Non-metro,9,44.1,2798,1127,267,18.895966,39.09133911,18.07856178,3,49047
Virginia,Richmond County,South,Non-metro,9,39.4,9023,2547,1513,36.8844466,27.52808952,17.74704742,4.9,49758
Minnesota,Polk County,Midwest,Metro,3,52.4,31364,9865,5439,34.8787995,35.93772125,25.30313683,5.6,60582
West Virginia,Wood County,South,Metro,3,39.8,83518,27202,10926,28.1874,33.62939835,21.868190769999998,8.8,49209
Texas,Cottle County,South,Non-metro,9,31.3,1398,540,113,17.0694864,32.52108765,16.7760067,4.9,40449
Wisconsin,Ashland County,Midwest,Non-metro,7,63.2,15562,3841,4801,54.8247117,35.38461685,19.83114433,8.5,47202
Michigan,Cheboygan County,Midwest,Non-metro,7,52.4,25276,10186,5437,34.2639274,31.41742706,20.6712513,14.6,47876
Illinois,LaSalle County,Midwest,Non-metro,4,29.1,108669,30113,22442,41.8046681,35.11226273,17.83759308,9.4,59528
Tennessee,Warren County,South,Non-metro,6,37,41277,11850,3924,24.5112124,21.60989571,14.5464325,8.9,46144
Indiana,Carroll County,Midwest,Metro,3,31.7,20257,7086,2224,23.4228541,30.97566223,16.67261505,6,58965
Texas,Martin County,South,Metro,3,28.6,5771,1857,288,13.3333333,26.10659409,18.30773926,6.1,68745
Vermont,Washington County,Northeast,Non-metro,4,41.5,58409,8928,25191,71.3484578,24.91257477,41.82754517,4.8,65879
Texas,Brown County,South,Non-metro,5,36.5,37864,13698,2107,13.194314,31.77702713,19.14754868,6.5,56040
Kentucky,Adair County,South,Non-metro,7,35.1,19202,7276,1392,15.8759124,24.85036659,15.6754303,7.2,37650
Texas,Dawson County,South,Non-metro,7,30.8,12728,2951,808,21.3248878,23.39188576,14.23800087,8.7,48165
Idaho,Jefferson County,West,Metro,3,33.9,29871,12099,1661,11.7194666,39.97810745,24.68985558,3.4,63078
Georgia,Wilkes County,South,Non-metro,6,18.7,9777,2823,2160,42.9423459,25.92378807,13.77020741,6.7,39716
Florida,Lake County,South,Metro,1,60.5,367118,125859,83505,39.5170221,33.43012619,23.99959373,8.9,57660
Illinois,Kendall County,Midwest,Metro,1,60,128990,29492,33168,51.6595281,33.39517975,36.17064285,8.4,105586
Kansas,Osborne County,Midwest,Non-metro,9,39,3421,1590,275,14.481306,35.72555161,23.58044243,2.9,46351
Kentucky,McLean County,South,Metro,3,46.6,9207,3633,1074,22.4592221,32.60532761,13.47583675,5.6,51184
Florida,Broward County,South,Metro,1,64,1952778,333409,618752,64.6100126,29.1974144,32.41009521,8.8,61429
New Jersey,Atlantic County,Northeast,Metro,2,58.8,263670,64438,73808,52.5544535,26.91199684,28.12980652,17.8,62678
Wisconsin,Ozaukee County,Midwest,Metro,1,65,89221,33912,26517,43.1268907,27.92119408,48.96384048,5.4,90446
Michigan,Genesee County,Midwest,Metro,2,46.1,405813,98714,119390,53.9347669,37.7796936,21.20452881,11.2,50554
Georgia,Franklin County,South,Non-metro,8,15.2,23349,9069,1593,14.7979563,26.99129295,15.92389584,5.9,47691
Virginia,Bland County,South,Non-metro,8,35.2,6280,2903,532,15.2917505,31.97168922,14.17593575,5.6,49023
Arkansas,Crawford County,South,Metro,2,41.5,63257,18607,4959,20.5844506,31.73277092,15.96696281,5.4,44600
North Carolina,Pamlico County,South,Metro,3,50.6,12726,4849,2713,35.5523522,38.4313736,18.52186966,5.6,52522
Minnesota,Itasca County,Midwest,Non-metro,6,51.9,45130,15239,10786,40.6084108,40.97324371,23.05473709,8.4,58660
Minnesota,Blue Earth County,Midwest,Metro,3,54.8,67653,16731,18330,50.8446368,33.24254227,34.81768799,5.4,60408
West Virginia,Doddridge County,South,Non-metro,9,4.3,8448,2619,435,14.027733,21.24213791,17.09119415,6.3,50642
Georgia,Lanier County,South,Metro,3,11.9,10423,2509,1019,28.4955257,25.64963531,16.46715355,5.2,42667
Georgia,Monroe County,South,Metro,3,13.1,27578,11057,4385,28.1270045,25.59286499,26.80482674,5.1,70488
Minnesota,Olmsted County,Midwest,Metro,3,68.1,158293,39692,49491,54.1565903,29.80906105,44.89603043,5.4,80631
Michigan,Barry County,Midwest,Metro,2,44.8,61550,23471,11797,32.8561482,33.84092331,21.06853676,7.4,67703
Missouri,Sullivan County,Midwest,Non-metro,9,39.7,6089,1974,478,19.344395,22.39798164,11.71480942,4.3,43421
Virginia,Culpeper County,South,Metro,1,43.5,52605,16012,10617,39.154005,29.1678791,25.74972343,5,79739
Mississippi,Clarke County,South,Non-metro,9,52.2,15541,5417,2838,34.0002396,30.98669052,12.47361183,8.4,42826
Georgia,Chattahoochee County,South,Metro,2,99.9,10907,880,667,42.1618205,36.45060349,29.48067093,6.2,46106
Georgia,Cobb County,South,Metro,1,39.7,760141,165436,221847,56.3452434,26.20283508,47.37817001,5.9,79622
Utah,Grand County,West,Non-metro,7,59.6,9754,2248,2806,54.1176471,36.21762466,28.63550949,9.5,53535
Arkansas,Hempstead County,South,Non-metro,6,35,21532,4470,2138,31.2207944,30.70695877,15.08828259,5.2,40867
Illinois,Randolph County,Midwest,Non-metro,6,47.2,31782,11076,3592,24.091214,33.70283508,13.31912136,7.1,58444
North Dakota,Nelson County,Midwest,Non-metro,8,64.2,2879,1141,586,32.9769274,37.65460205,24.96564293,4.5,56098
South Dakota,Codington County,Midwest,Non-metro,5,49.3,28009,8958,3837,29.1543196,33.55204391,21.49493408,4.9,63442
Florida,Collier County,South,Metro,2,64.7,384902,128950,77621,37.3504701,24.88302803,36.40613937,6.9,76415
Kansas,Kearny County,Midwest,Non-metro,9,47.5,3838,1134,255,18.0467091,28.79444885,14.74414539,2.7,67301
Massachusetts,Bristol County,Northeast,Metro,1,58.1,565217,119872,153377,54.9189162,27.10334396,28.6582737,10.2,69857
Montana,Carbon County,West,Metro,3,44.1,10725,4468,2421,34.0937896,32.73421097,30.39517403,6,57585
Georgia,Colquitt County,South,Non-metro,6,21.1,45600,11777,4190,26.0474947,23.13144302,12.76451397,4.5,41899
Texas,Glasscock County,South,Non-metro,8,38.4,1409,611,39,5.9724349,23.56257057,27.17023659,3.6,93759
Michigan,St. Clair County,Midwest,Metro,1,46.3,159128,59185,31363,34.0665189,38.11917114,18.61592674,12,60208
Texas,Jack County,South,Non-metro,6,35.9,8935,3418,331,8.7519831,28.56907272,13.46851349,7,55358
California,Stanislaus County,West,Metro,2,51.1,550660,104145,105841,49.2567807,32.51354599,17.06855774,10.7,62761
Texas,San Saba County,South,Non-metro,7,33.2,6055,2308,287,11.0299769,25.76657867,14.11932468,5.2,46061
Montana,Lewis and Clark County,West,Non-metro,5,53.6,69432,21409,19743,46.470519,31.95623398,40.11402512,5,66075
Tennessee,Obion County,South,Non-metro,7,36.2,30069,10790,2589,19.147992,23.41965485,15.32640839,7,44061
Indiana,Putnam County,Midwest,Metro,1,39.4,37576,12278,3946,23.7753811,29.72188568,16.77549362,6.2,64098
Connecticut,Middlesex County,Northeast,Metro,1,76.5,162436,40665,56848,57.3047186,26.24588394,42.15011597,6.5,81721
West Virginia,Jefferson County,South,Metro,1,31.9,57146,15033,12127,43.7750424,27.05452347,31.80644608,5.9,75225
Kentucky,Fleming County,South,Non-metro,7,46.4,14581,5534,1474,20.8545557,26.4652195,12.85743237,7.3,43943
Pennsylvania,Berks County,Northeast,Metro,2,56.5,421164,109736,92895,45.1955824,25.09538841,24.90143776,9.5,67418
North Carolina,Wilson County,South,Non-metro,4,47.1,81801,19581,20754,50.9488155,29.17086983,19.64362907,8.9,42414
Iowa,Van Buren County,Midwest,Non-metro,9,39,7044,2859,875,23.0809813,35.83100891,14.44798756,4.6,50425
Virginia,Charles City County,South,Metro,1,46.6,6963,1761,2624,59.0857915,26.68987083,14.70965385,6.5,56465
Texas,Gregg County,South,Metro,3,40.9,123945,32493,14796,30.8365637,34.60492706,21.30767632,8.3,53137
Louisiana,Avoyelles Parish,South,Non-metro,6,41.4,40144,12028,4979,28.7936618,26.69236565,12.27438164,8,38316
Mississippi,Lauderdale County,South,Non-metro,5,46.1,74125,17967,12960,41.4507772,37.33034897,19.72544098,7.5,41604
Louisiana,St. Martin Parish,South,Metro,2,36.8,53431,18203,8439,31.2116281,24.37863541,14.52030373,8.1,47247
Louisiana,Lafourche Parish,South,Metro,3,40.5,97614,36024,8672,19.1063717,20.7874527,16.9102726,6.5,54145
Virginia,Mathews County,South,Metro,1,56.4,8834,3901,1825,31.3250944,31.82540894,27.87975121,4.9,69112
Kentucky,Breathitt County,South,Non-metro,7,47,12630,4265,1301,22.9818053,23.65591431,15.19496059,10.2,33407
Indiana,Elkhart County,Midwest,Metro,3,38.9,206341,46972,26108,35.0975305,26.27828979,19.75016403,7.5,55782
Indiana,Huntington County,Midwest,Non-metro,6,46.8,36520,13147,4255,23.8656122,30.42087936,20.07274437,6.6,54565
Oklahoma,McIntosh County,South,Non-metro,6,50.4,19596,6172,2031,24.3671266,29.27116585,13.88388538,8.4,40614
North Dakota,Burleigh County,Midwest,Metro,3,43,95626,34744,14348,28.27025,35.82318115,35.76532745,4.4,73565
Alabama,Sumter County,South,Non-metro,8,44.9,12427,1598,4648,73.8833254,29.7725029,21.56280899,7,29209
